order_id,order_date,product_id,store_id,customer_id,quantity,unit_price,discount,revenue,cost,profit
0RD00827743,2024-04-24,P0006,S038,C038765,4,11.95,0.0,47.8,30.72,17.08
0RD00249551,2023-07-23,P0190,S090,C035398,5,13.93,0.15,59.2,37.63,21.57
0RD00687972,2024-03-06,P0109,S061,C036379,1,3.55,0.0,3.55,1.97,1.58
0RD00394775,2023-01-17,P0102,S022,C001876,2,4.71,0.0,9.42,6.16,3.26
0RD00956618,2023-05-30,P0173,S100,C038460,4,12.35,0.2,39.52,23.47,16.05
0RD00072305,2024-03-26,P0042,S046,C021094,5,12.24,0.0,61.2,32.61,28.59
0RD00803082,2023-04-11,P0069,S088,C029887,3,3.29,0.0,9.87,5.76,4.11
0RD00788794,2024-11-09,P0008,S089,C046540,2,8.23,0.0,16.46,9.32,7.14
0RD00804442,2024-03-24,P0145,S009,C036951,4,14.47,0.0,57.88,31.64,26.24
0RD00487030,2024-09-25,P0151,S036,C045988,4,13.06,0.0,52.24,28.11,24.13
0RD00519267,2024-09-21,P0033,S070,C038788,1,6.93,0.0,6.93,3.95,2.98
0RD00000629,2023-01-30,P0167,S010,C038581,4,7.09,0.0,28.36,17.33,11.03
0RD00388877,2023-04-30,P0063,S015,C020647,3,6.84,0.0,20.52,11.11,9.41
0RD00477829,2023-03-24,P0133,S014,C030953,1,4.65,0.2,3.72,2.57,1.15
0RD00432201,2023-10-09,P0099,S086,C010608,1,14.84,0.2,11.87,7.25,4.63
0RD00140923,2023-03-16,P0039,S073,C005058,2,3.09,0.1,5.56,3.82,1.74
0RD00152302,2023-09-25,P0169,S017,C002963,3,9.71,0.0,29.13,16.29,12.84
0RD00532812,2023-09-05,P0080,S060,C001103,2,4.64,0.0,9.28,6.48,2.8
0RD00497693,2023-01-19,P0197,S011,C036329,5,12.99,0.0,64.95,36.78,28.17
0RD00662963,2023-12-21,P0082,S040,C046928,2,11.26,0.0,22.52,12.39,10.13
0RD00264159,2023-02-04,P0097,S061,C048316,1,5.16,0.0,5.16,2.8,2.36
0RD00578870,2024-11-26,P0156,S065,C000476,2,5.7,0.15,9.69,4.9,4.79
0RD00214167,2024-05-27,P0075,S033,C045377,3,12.92,0.0,38.76,20.58,18.18
0RD00598501,2024-07-04,P0097,S019,C018061,4,13.42,0.1,48.31,25.73,22.58
0RD00958504,2024-02-28,P0062,S065,C020281,5,10.18,0.0,50.9,34.51,16.39
0RD00903855,2023-08-05,P0071,S083,C038144,5,6.65,0.0,33.25,20.74,12.51
0RD00547939,2023-04-02,P0110,S067,C026309,2,13.45,0.15,22.86,15.92,6.95
0RD00776763,2023-07-26,P0162,S065,C001916,2,8.01,0.0,16.02,10.76,5.26
0RD00979710,2023-12-25,P0098,S053,C009731,4,5.38,0.0,21.52,10.85,10.67
0RD00063442,2023-12-06,P0081,S099,C035053,3,8.3,0.1,22.41,13.45,8.96
0RD00104856,2023-09-20,P0131,S009,C029861,3,3.15,0.2,7.56,4.7,2.86
0RD00080262,2023-01-31,P0018,S044,C028988,5,12.12,0.1,54.54,33.61,20.93
0RD00744745,2023-10-13,P0085,S028,C042367,1,5.52,0.0,5.52,2.95,2.57
0RD00759543,2024-03-28,P0150,S072,C035154,4,5.3,0.0,21.2,12.71,8.49
0RD00164499,2023-04-08,P0064,S035,C008110,3,11.86,0.0,35.58,18.06,17.52
0RD00104535,2024-12-31,P0135,S038,C028853,1,3.25,0.0,3.25,2.16,1.09
0RD00170539,2023-07-26,P0186,S048,C030065,5,3.23,0.0,16.15,9.91,6.24
0RD00768932,2023-10-16,P0116,S099,C039561,5,11.64,0.0,58.2,34.2,24.0
0RD00012764,2023-08-26,P0173,S035,C006346,4,8.64,0.0,34.56,23.16,11.4
0RD00648980,2023-06-23,P0103,S032,C045338,1,6.22,0.2,4.98,3.3,1.67
0RD00610342,2024-09-29,P0173,S050,C006770,5,8.4,0.0,42.0,28.57,13.43
0RD00965395,2023-07-04,P0020,S040,C029908,2,4.94,0.0,9.88,5.94,3.94
0RD00811596,2024-12-12,P0123,S070,C029086,5,12.07,0.0,60.35,39.98,20.37
0RD00864542,2023-07-19,P0169,S061,C043538,4,14.79,0.1,53.24,32.0,21.25
0RD00812117,2024-06-05,P0148,S058,C043595,4,8.4,0.1,30.24,19.26,10.98
0RD00555678,2024-07-12,P0032,S043,C029574,2,9.78,0.0,19.56,12.94,6.62
0RD00473245,2024-02-04,P0108,S078,C001127,1,14.31,0.15,12.16,6.69,5.48
0RD00846439,2023-09-20,P0188,S052,C010731,1,5.08,0.0,5.08,3.44,1.64
0RD00455593,2024-01-02,P0082,S068,C026652,5,4.89,0.0,24.45,14.77,9.68
0RD00935613,2024-12-08,P0151,S024,C016638,5,11.42,0.15,48.53,31.6,16.94
0RD00702256,2024-12-14,P0192,S078,C002384,4,13.17,0.0,52.68,35.91,16.77
0RD00807750,2024-12-27,P0149,S021,C012426,4,9.32,0.0,37.28,20.71,16.57
0RD00058110,2023-08-02,P0125,S059,C016062,4,5.08,0.0,20.32,11.77,8.55
0RD00997336,2023-07-19,P0056,S087,C030123,3,13.17,0.0,39.51,21.9,17.61
0RD00391664,2023-03-12,P0114,S082,C043975,5,4.74,0.1,21.33,13.06,8.27
0RD00667664,2023-08-19,P0054,S051,C029878,1,7.59,0.15,6.45,4.27,2.18
0RD00901299,2024-08-14,P0060,S049,C024703,5,11.94,0.0,59.7,36.27,23.43
0RD00433901,2024-01-29,P0005,S023,C023107,2,10.29,0.1,18.52,9.91,8.61
0RD00021387,2023-08-09,P0163,S046,C017152,4,6.9,0.0,27.6,16.33,11.27
0RD00301291,2023-05-14,P0089,S032,C046521,3,10.44,0.0,31.32,18.57,12.75
0RD00661245,2023-03-04,P0014,S004,C011627,3,6.15,0.0,18.45,12.73,5.72
0RD00169509,2024-07-01,P0108,S051,C043577,1,8.21,0.2,6.57,3.96,2.61
0RD00095483,2024-03-29,P0115,S078,C011013,2,3.38,0.0,6.76,4.44,2.32
0RD00004010,2023-01-15,P0097,S047,C044153,1,8.64,0.0,8.64,5.69,2.95
0RD00895094,2024-09-10,P0013,S002,C010141,3,6.73,0.0,20.19,10.68,9.51
0RD00398409,2024-06-08,P0023,S039,C042205,2,14.94,0.15,25.4,14.0,11.4
0RD00645828,2023-10-18,P0011,S040,C010239,1,14.04,0.0,14.04,8.44,5.6
0RD00669388,2024-06-29,P0084,S006,C024367,4,6.88,0.1,24.77,17.09,7.68
0RD00042181,2024-08-19,P0070,S069,C049055,2,7.29,0.0,14.58,10.06,4.52
0RD00296105,2023-08-04,P0147,S071,C047839,2,3.33,0.2,5.33,2.8,2.53
0RD00009723,2024-12-05,P0069,S072,C010706,4,8.36,0.15,28.42,15.08,13.34
0RD00182800,2024-06-21,P0155,S084,C031750,4,9.98,0.1,35.93,25.06,10.87
0RD00575711,2023-06-17,P0140,S085,C023740,3,6.99,0.0,20.97,11.52,9.45
0RD00120506,2023-11-04,P0102,S078,C039677,1,4.49,0.1,4.04,2.38,1.66
0RD00122579,2024-08-03,P0162,S062,C011041,3,4.99,0.0,14.97,8.29,6.68
0RD00135307,2023-04-08,P0082,S032,C048303,1,13.75,0.0,13.75,8.76,4.99
0RD00152699,2024-01-19,P0019,S083,C024972,4,6.51,0.1,23.44,16.07,7.37
0RD00751351,2024-08-14,P0090,S059,C015043,3,6.2,0.0,18.6,11.39,7.21
0RD00192559,2024-09-13,P0195,S060,C007931,2,6.47,0.15,11.0,6.44,4.56
0RD00175586,2023-08-29,P0068,S009,C007392,5,11.38,0.0,56.9,35.15,21.75
0RD00453490,2023-02-13,P0044,S045,C025133,2,13.77,0.15,23.41,15.68,7.73
0RD00142071,2023-10-19,P0017,S004,C032503,2,9.96,0.0,19.92,13.79,6.13
0RD00534044,2023-02-26,P0034,S089,C003321,2,3.03,0.2,4.85,3.01,1.84
0RD00807518,2024-04-28,P0036,S020,C043785,3,11.07,0.15,28.23,16.42,11.81
0RD00322974,2023-03-28,P0180,S089,C039939,1,9.64,0.0,9.64,5.22,4.42
0RD00928890,2023-02-25,P0133,S023,C031137,5,5.13,0.0,25.65,16.24,9.41
0RD00585865,2024-01-13,P0040,S081,C007497,2,9.43,0.1,16.97,10.7,6.27
0RD00313712,2023-06-21,P0036,S011,C005492,3,6.15,0.1,16.61,10.11,6.49
0RD00705133,2024-07-15,P0153,S054,C016853,3,14.02,0.2,33.65,17.29,16.36
0RD00651560,2023-12-25,P0161,S003,C012912,4,12.55,0.0,50.2,26.55,23.65
0RD00748624,2023-04-07,P0030,S001,C039140,1,11.74,0.0,11.74,6.2,5.54
0RD00763784,2023-04-28,P0183,S072,C029225,2,13.8,0.2,22.08,12.03,10.05
0RD00097830,2023-10-21,P0045,S003,C004406,5,5.99,0.1,26.96,17.23,9.72
0RD00704310,2024-02-01,P0004,S040,C042499,5,7.83,0.0,39.15,23.79,15.36
0RD00303641,2023-04-23,P0067,S075,C005599,2,13.44,0.0,26.88,15.0,11.88
0RD00717477,2023-07-30,P0061,S064,C010762,4,5.67,0.0,22.68,15.57,7.11
0RD00506188,2024-12-13,P0017,S050,C000923,5,5.49,0.15,23.33,16.24,7.09
0RD00434672,2023-05-07,P0116,S086,C037372,1,10.78,0.0,10.78,7.16,3.62
0RD00675966,2024-07-11,P0121,S097,C043575,5,12.2,0.15,51.85,32.34,19.51
0RD00579043,2024-07-01,P0143,S024,C020633,1,13.05,0.0,13.05,6.75,6.3
0RD00271383,2023-04-28,P0141,S095,C018785,1,8.11,0.15,6.89,4.11,2.78
0RD00117245,2023-02-16,P0181,S015,C036896,3,6.9,0.0,20.7,13.45,7.25
0RD00182858,2023-11-11,P0104,S028,C042202,2,14.63,0.2,23.41,12.65,10.76
0RD00068349,2024-10-03,P0062,S088,C029585,3,14.03,0.2,33.67,22.51,11.16
0RD00563754,2024-03-16,P0024,S076,C046239,3,4.48,0.0,13.44,8.29,5.15
0RD00644710,2023-08-07,P0126,S062,C033629,5,11.74,0.2,46.96,27.62,19.34
0RD00308967,2023-05-05,P0127,S050,C039809,2,7.86,0.0,15.72,8.14,7.58
0RD00479265,2024-03-24,P0018,S098,C027258,5,4.09,0.1,18.41,12.14,6.26
0RD00432105,2024-05-30,P0182,S077,C024045,5,4.83,0.15,20.53,14.14,6.39
0RD00018038,2023-10-15,P0035,S018,C031619,1,10.09,0.2,8.07,5.22,2.86
0RD00821845,2024-08-16,P0073,S019,C049830,4,9.2,0.1,33.12,17.58,15.54
0RD00245933,2024-02-11,P0155,S083,C021251,2,13.26,0.0,26.52,14.48,12.04
